tanggal,komoditas,pasar,harga
2024-01-17,BERAS IR 64 KW I,CISOKA,13000
2024-01-17,BERAS IR 64 KW I,SEPATAN,13000
2024-01-17,BERAS IR 64 KW II,CISOKA,12000
2024-01-17,BERAS IR 64 KW II,SEPATAN,12000
2024-01-17,BERAS SPHP,CISOKA,10800
2024-01-17,BERAS SPHP,SEPATAN,10800
2024-01-17,MINYAK GORENG CURAH,CISOKA,14000
2024-01-17,MINYAK GORENG CURAH,SEPATAN,14000
2024-01-17,DAGING AYAM RAS,CISOKA,45000
2024-01-17,DAGING AYAM RAS,SEPATAN,50000
2024-01-17,DAGING SAPI MURNI,CISOKA,125000
2024-01-17,DAGING SAPI MURNI,SEPATAN,125000
2024-01-17,GULA PASIR LOKAL,CISOKA,18000
2024-01-17,GULA PASIR LOKAL,SEPATAN,17000
2024-01-17,MINYAK GORENG KEMASAN,CISOKA,17000
2024-01-17,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-01-17,CABE MERAH BESAR,CISOKA,50000
2024-01-17,CABE MERAH BESAR,SEPATAN,60000
2024-01-17,CABE MERAH KERITING,CISOKA,60000
2024-01-17,CABE MERAH KERITING,SEPATAN,70000
2024-01-17,MINYAK GORENG MINYAK KITA,CISOKA,14500
2024-01-17,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-01-17,CABE RAWIT HIJAU,CISOKA,30000
2024-01-17,CABE RAWIT HIJAU,SEPATAN,30000
2024-01-17,CABE RAWIT MERAH,CISOKA,50000
2024-01-17,CABE RAWIT MERAH,SEPATAN,65000
2024-01-17,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-01-17,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-01-17,TELUR AYAM BOILLER,CISOKA,26000
2024-01-17,TELUR AYAM BOILLER,SEPATAN,26000
2024-01-17,TELUR AYAM KAMPUNG,CISOKA,2500
2024-01-17,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-01-18,AYAM KAMPUNG,CISOKA,70000
2024-01-18,AYAM KAMPUNG,SEPATAN,80000
2024-01-18,BAWANG MERAH,CISOKA,30000
2024-01-18,BAWANG MERAH,SEPATAN,30000
2024-01-18,BAWANG PUTIH,CISOKA,40000
2024-01-18,BAWANG PUTIH,SEPATAN,35000
2024-01-18,BERAS IR 64 KW I,CISOKA,13000
2024-01-18,BERAS IR 64 KW I,SEPATAN,13000
2024-01-18,BERAS IR 64 KW II,CISOKA,12000
2024-01-18,BERAS IR 64 KW II,SEPATAN,12000
2024-01-18,BERAS SPHP,CISOKA,10800
2024-01-18,BERAS SPHP,SEPATAN,10800
2024-01-18,MINYAK GORENG CURAH,CISOKA,14000
2024-01-18,MINYAK GORENG CURAH,SEPATAN,14000
2024-01-18,DAGING AYAM RAS,CISOKA,45000
2024-01-18,DAGING AYAM RAS,SEPATAN,50000
2024-01-18,DAGING SAPI MURNI,CISOKA,125000
2024-01-18,DAGING SAPI MURNI,SEPATAN,125000
2024-01-18,GULA PASIR LOKAL,CISOKA,18000
2024-01-18,GULA PASIR LOKAL,SEPATAN,17000
2024-01-18,MINYAK GORENG KEMASAN,CISOKA,17000
2024-01-18,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-01-18,CABE MERAH BESAR,CISOKA,50000
2024-01-18,CABE MERAH BESAR,SEPATAN,60000
2024-01-18,CABE MERAH KERITING,CISOKA,60000
2024-01-18,CABE MERAH KERITING,SEPATAN,65000
2024-01-18,MINYAK GORENG MINYAK KITA,CISOKA,14500
2024-01-18,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-01-18,CABE RAWIT HIJAU,CISOKA,30000
2024-01-18,CABE RAWIT HIJAU,SEPATAN,30000
2024-01-18,CABE RAWIT MERAH,CISOKA,50000
2024-01-18,CABE RAWIT MERAH,SEPATAN,65000
2024-01-18,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-01-18,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-01-18,TELUR AYAM BOILLER,CISOKA,26000
2024-01-18,TELUR AYAM BOILLER,SEPATAN,26000
2024-01-18,TELUR AYAM KAMPUNG,CISOKA,2500
2024-01-18,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-01-19,AYAM KAMPUNG,CISOKA,70000
2024-01-19,AYAM KAMPUNG,SEPATAN,80000
2024-01-19,BAWANG MERAH,CISOKA,30000
2024-01-19,BAWANG MERAH,SEPATAN,30000
2024-01-19,BAWANG PUTIH,CISOKA,40000
2024-01-19,BAWANG PUTIH,SEPATAN,35000
2024-01-19,BERAS IR 64 KW I,CISOKA,13000
2024-01-19,BERAS IR 64 KW I,SEPATAN,13000
2024-01-19,BERAS IR 64 KW II,CISOKA,12000
2024-01-19,BERAS IR 64 KW II,SEPATAN,12000
2024-01-19,BERAS SPHP,CISOKA,10800
2024-01-19,BERAS SPHP,SEPATAN,10800
2024-01-19,MINYAK GORENG CURAH,CISOKA,14000
2024-01-19,MINYAK GORENG CURAH,SEPATAN,14000
2024-01-19,DAGING AYAM RAS,CISOKA,45000
2024-01-19,DAGING AYAM RAS,SEPATAN,50000
2024-01-19,DAGING SAPI MURNI,CISOKA,125000
2024-01-19,DAGING SAPI MURNI,SEPATAN,125000
2024-01-19,GULA PASIR LOKAL,CISOKA,18000
2024-01-19,GULA PASIR LOKAL,SEPATAN,17000
2024-01-19,MINYAK GORENG KEMASAN,CISOKA,17000
2024-01-19,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-01-19,CABE MERAH BESAR,CISOKA,50000
2024-01-19,CABE MERAH BESAR,SEPATAN,60000
2024-01-19,CABE MERAH KERITING,CISOKA,55000
2024-01-19,CABE MERAH KERITING,SEPATAN,65000
2024-01-19,MINYAK GORENG MINYAK KITA,CISOKA,14500
2024-01-19,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-01-19,CABE RAWIT HIJAU,CISOKA,30000
2024-01-19,CABE RAWIT HIJAU,SEPATAN,30000
2024-01-19,CABE RAWIT MERAH,CISOKA,40000
2024-01-19,CABE RAWIT MERAH,SEPATAN,65000
2024-01-19,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-01-19,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-01-19,TELUR AYAM BOILLER,CISOKA,26000
2024-01-19,TELUR AYAM BOILLER,SEPATAN,26000
2024-01-19,TELUR AYAM KAMPUNG,CISOKA,2500
2024-01-19,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-01-22,AYAM KAMPUNG,CISOKA,70000
2024-01-22,AYAM KAMPUNG,SEPATAN,80000
2024-01-22,BAWANG MERAH,CISOKA,30000
2024-01-22,BAWANG MERAH,SEPATAN,30000
2024-01-22,BAWANG PUTIH,CISOKA,40000
2024-01-22,BAWANG PUTIH,SEPATAN,35000
2024-01-22,BERAS IR 64 KW I,CISOKA,13000
2024-01-22,BERAS IR 64 KW I,SEPATAN,13000
2024-01-22,BERAS IR 64 KW II,CISOKA,12000
2024-01-22,BERAS IR 64 KW II,SEPATAN,12000
2024-01-22,BERAS SPHP,CISOKA,10800
2024-01-22,BERAS SPHP,SEPATAN,10800
2024-01-22,MINYAK GORENG CURAH,CISOKA,14000
2024-01-22,MINYAK GORENG CURAH,SEPATAN,14000
2024-01-22,DAGING AYAM RAS,CISOKA,45000
2024-01-22,DAGING AYAM RAS,SEPATAN,50000
2024-01-22,DAGING SAPI MURNI,CISOKA,125000
2024-01-22,DAGING SAPI MURNI,SEPATAN,125000
2024-01-22,GULA PASIR LOKAL,CISOKA,18000
2024-01-22,GULA PASIR LOKAL,SEPATAN,17000
2024-01-22,MINYAK GORENG KEMASAN,CISOKA,17000
2024-01-22,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-01-22,CABE MERAH BESAR,CISOKA,50000
2024-01-22,CABE MERAH BESAR,SEPATAN,60000
2024-01-22,CABE MERAH KERITING,CISOKA,60000
2024-01-22,CABE MERAH KERITING,SEPATAN,65000
2024-01-22,MINYAK GORENG MINYAK KITA,CISOKA,14500
2024-01-22,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-01-22,CABE RAWIT HIJAU,CISOKA,30000
2024-01-22,CABE RAWIT HIJAU,SEPATAN,30000
2024-01-22,CABE RAWIT MERAH,CISOKA,50000
2024-01-22,CABE RAWIT MERAH,SEPATAN,65000
2024-01-22,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-01-22,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-01-22,TELUR AYAM BOILLER,CISOKA,26000
2024-01-22,TELUR AYAM BOILLER,SEPATAN,26000
2024-01-22,TELUR AYAM KAMPUNG,CISOKA,2500
2024-01-22,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-01-23,AYAM KAMPUNG,CISOKA,70000
2024-01-23,AYAM KAMPUNG,SEPATAN,80000
2024-01-23,BAWANG MERAH,CISOKA,25000
2024-01-23,BAWANG MERAH,SEPATAN,20000
2024-01-23,BAWANG PUTIH,CISOKA,40000
2024-01-23,BAWANG PUTIH,SEPATAN,35000
2024-01-23,BERAS IR 64 KW I,CISOKA,13000
2024-01-23,BERAS IR 64 KW I,SEPATAN,13000
2024-01-23,BERAS IR 64 KW II,CISOKA,12000
2024-01-23,BERAS IR 64 KW II,SEPATAN,12000
2024-01-23,BERAS SPHP,CISOKA,10800
2024-01-23,BERAS SPHP,SEPATAN,10800
2024-01-23,MINYAK GORENG CURAH,CISOKA,14000
2024-01-23,MINYAK GORENG CURAH,SEPATAN,14000
2024-01-23,DAGING AYAM RAS,CISOKA,45000
2024-01-23,DAGING AYAM RAS,SEPATAN,60000
2024-01-23,DAGING SAPI MURNI,CISOKA,125000
2024-01-23,DAGING SAPI MURNI,SEPATAN,130000
2024-01-23,GULA PASIR LOKAL,CISOKA,18000
2024-01-23,GULA PASIR LOKAL,SEPATAN,17000
2024-01-23,MINYAK GORENG KEMASAN,CISOKA,17000
2024-01-23,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-01-23,CABE MERAH BESAR,CISOKA,50000
2024-01-23,CABE MERAH BESAR,SEPATAN,50000
2024-01-23,CABE MERAH KERITING,CISOKA,65000
2024-01-23,CABE MERAH KERITING,SEPATAN,60000
2024-01-23,MINYAK GORENG MINYAK KITA,CISOKA,14500
2024-01-23,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-01-23,CABE RAWIT HIJAU,CISOKA,30000
2024-01-23,CABE RAWIT HIJAU,SEPATAN,30000
2024-01-23,CABE RAWIT MERAH,CISOKA,45000
2024-01-23,CABE RAWIT MERAH,SEPATAN,50000
2024-01-23,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-01-23,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-01-23,TELUR AYAM BOILLER,CISOKA,26000
2024-01-23,TELUR AYAM BOILLER,SEPATAN,28000
2024-01-23,TELUR AYAM KAMPUNG,CISOKA,2500
2024-01-23,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-01-24,AYAM KAMPUNG,CISOKA,70000
2024-01-24,AYAM KAMPUNG,SEPATAN,80000
2024-01-24,BAWANG MERAH,CISOKA,25000
2024-01-24,BAWANG MERAH,SEPATAN,25000
2024-01-24,BAWANG PUTIH,CISOKA,40000
2024-01-24,BAWANG PUTIH,SEPATAN,35000
2024-01-24,BERAS IR 64 KW I,CISOKA,13000
2024-01-24,BERAS IR 64 KW I,SEPATAN,13000
2024-01-24,BERAS IR 64 KW II,CISOKA,12000
2024-01-24,BERAS IR 64 KW II,SEPATAN,12000
2024-01-24,BERAS SPHP,CISOKA,10800
2024-01-24,BERAS SPHP,SEPATAN,10800
2024-01-24,MINYAK GORENG CURAH,CISOKA,14000
2024-01-24,MINYAK GORENG CURAH,SEPATAN,14000
2024-01-24,DAGING AYAM RAS,CISOKA,45000
2024-01-24,DAGING AYAM RAS,SEPATAN,60000
2024-01-24,DAGING SAPI MURNI,CISOKA,125000
2024-01-24,DAGING SAPI MURNI,SEPATAN,130000
2024-01-24,GULA PASIR LOKAL,CISOKA,18000
2024-01-24,GULA PASIR LOKAL,SEPATAN,17000
2024-01-24,MINYAK GORENG KEMASAN,CISOKA,17000
2024-01-24,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-01-24,CABE MERAH BESAR,CISOKA,50000
2024-01-24,CABE MERAH BESAR,SEPATAN,50000
2024-01-24,CABE MERAH KERITING,CISOKA,65000
2024-01-24,CABE MERAH KERITING,SEPATAN,60000
2024-01-24,MINYAK GORENG MINYAK KITA,CISOKA,14500
2024-01-24,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-01-24,CABE RAWIT HIJAU,CISOKA,30000
2024-01-24,CABE RAWIT HIJAU,SEPATAN,30000
2024-01-24,CABE RAWIT MERAH,CISOKA,45000
2024-01-24,CABE RAWIT MERAH,SEPATAN,50000
2024-01-24,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-01-24,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-01-24,TELUR AYAM BOILLER,CISOKA,26000
2024-01-24,TELUR AYAM BOILLER,SEPATAN,28000
2024-01-24,TELUR AYAM KAMPUNG,CISOKA,2500
2024-01-24,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-01-25,AYAM KAMPUNG,CISOKA,70000
2024-01-25,AYAM KAMPUNG,SEPATAN,80000
2024-01-25,BAWANG MERAH,CISOKA,25000
2024-01-25,BAWANG MERAH,SEPATAN,20000
2024-01-25,BAWANG PUTIH,CISOKA,40000
2024-01-25,BAWANG PUTIH,SEPATAN,35000
2024-01-25,BERAS IR 64 KW I,CISOKA,13000
2024-01-25,BERAS IR 64 KW I,SEPATAN,13000
2024-01-25,BERAS IR 64 KW II,CISOKA,12000
2024-01-25,BERAS IR 64 KW II,SEPATAN,12000
2024-01-25,BERAS SPHP,CISOKA,10800
2024-01-25,BERAS SPHP,SEPATAN,10800
2024-01-25,MINYAK GORENG CURAH,CISOKA,14000
2024-01-25,MINYAK GORENG CURAH,SEPATAN,14000
2024-01-25,DAGING AYAM RAS,CISOKA,45000
2024-01-25,DAGING AYAM RAS,SEPATAN,60000
2024-01-25,DAGING SAPI MURNI,CISOKA,125000
2024-01-25,DAGING SAPI MURNI,SEPATAN,130000
2024-01-25,GULA PASIR LOKAL,CISOKA,18000
2024-01-25,GULA PASIR LOKAL,SEPATAN,17000
2024-01-25,MINYAK GORENG KEMASAN,CISOKA,17000
2024-01-25,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-01-25,CABE MERAH BESAR,CISOKA,50000
2024-01-25,CABE MERAH BESAR,SEPATAN,50000
2024-01-25,CABE MERAH KERITING,CISOKA,65000
2024-01-25,CABE MERAH KERITING,SEPATAN,70000
2024-01-25,MINYAK GORENG MINYAK KITA,CISOKA,14500
2024-01-25,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-01-25,CABE RAWIT HIJAU,CISOKA,30000
2024-01-25,CABE RAWIT HIJAU,SEPATAN,30000
2024-01-25,CABE RAWIT MERAH,CISOKA,45000
2024-01-25,CABE RAWIT MERAH,SEPATAN,45000
2024-01-25,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-01-25,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-01-25,TELUR AYAM BOILLER,CISOKA,26000
2024-01-25,TELUR AYAM BOILLER,SEPATAN,27000
2024-01-25,TELUR AYAM KAMPUNG,CISOKA,2500
2024-01-25,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-01-26,AYAM KAMPUNG,CISOKA,70000
2024-01-26,AYAM KAMPUNG,SEPATAN,80000
2024-01-26,BAWANG MERAH,CISOKA,25000
2024-01-26,BAWANG MERAH,SEPATAN,20000
2024-01-26,BAWANG PUTIH,CISOKA,40000
2024-01-26,BAWANG PUTIH,SEPATAN,35000
2024-01-26,BERAS IR 64 KW I,CISOKA,13000
2024-01-26,BERAS IR 64 KW I,SEPATAN,13000
2024-01-26,BERAS IR 64 KW II,CISOKA,12000
2024-01-26,BERAS IR 64 KW II,SEPATAN,12000
2024-01-26,BERAS SPHP,CISOKA,10800
2024-01-26,BERAS SPHP,SEPATAN,10800
2024-01-26,MINYAK GORENG CURAH,CISOKA,14000
2024-01-26,MINYAK GORENG CURAH,SEPATAN,14000
2024-01-26,DAGING AYAM RAS,CISOKA,45000
2024-01-26,DAGING AYAM RAS,SEPATAN,60000
2024-01-26,DAGING SAPI MURNI,CISOKA,125000
2024-01-26,DAGING SAPI MURNI,SEPATAN,130000
2024-01-26,GULA PASIR LOKAL,CISOKA,18000
2024-01-26,GULA PASIR LOKAL,SEPATAN,17000
2024-01-26,MINYAK GORENG KEMASAN,CISOKA,17000
2024-01-26,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-01-26,CABE MERAH BESAR,CISOKA,50000
2024-01-26,CABE MERAH BESAR,SEPATAN,50000
2024-01-26,CABE MERAH KERITING,CISOKA,65000
2024-01-26,CABE MERAH KERITING,SEPATAN,70000
2024-01-26,MINYAK GORENG MINYAK KITA,CISOKA,14500
2024-01-26,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-01-26,CABE RAWIT HIJAU,CISOKA,30000
2024-01-26,CABE RAWIT HIJAU,SEPATAN,30000
2024-01-26,CABE RAWIT MERAH,CISOKA,45000
2024-01-26,CABE RAWIT MERAH,SEPATAN,45000
2024-01-26,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-01-26,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-01-26,TELUR AYAM BOILLER,CISOKA,26000
2024-01-26,TELUR AYAM BOILLER,SEPATAN,27000
2024-01-26,TELUR AYAM KAMPUNG,CISOKA,2500
2024-01-26,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-01-29,AYAM KAMPUNG,CISOKA,70000
2024-01-29,AYAM KAMPUNG,SEPATAN,70000
2024-01-29,BAWANG MERAH,CISOKA,25000
2024-01-29,BAWANG MERAH,SEPATAN,20000
2024-01-29,BAWANG PUTIH,CISOKA,40000
2024-01-29,BAWANG PUTIH,SEPATAN,35000
2024-01-29,BERAS IR 64 KW I,CISOKA,13000
2024-01-29,BERAS IR 64 KW I,SEPATAN,13000
2024-01-29,BERAS IR 64 KW II,CISOKA,12000
2024-01-29,BERAS IR 64 KW II,SEPATAN,12000
2024-01-29,BERAS SPHP,CISOKA,10800
2024-01-29,BERAS SPHP,SEPATAN,10800
2024-01-29,MINYAK GORENG CURAH,CISOKA,14000
2024-01-29,MINYAK GORENG CURAH,SEPATAN,14000
2024-01-29,DAGING AYAM RAS,CISOKA,45000
2024-01-29,DAGING AYAM RAS,SEPATAN,60000
2024-01-29,DAGING SAPI MURNI,CISOKA,125000
2024-01-29,DAGING SAPI MURNI,SEPATAN,130000
2024-01-29,GULA PASIR LOKAL,CISOKA,18000
2024-01-29,GULA PASIR LOKAL,SEPATAN,17000
2024-01-29,MINYAK GORENG KEMASAN,CISOKA,17000
2024-01-29,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-01-29,CABE MERAH BESAR,CISOKA,50000
2024-01-29,CABE MERAH BESAR,SEPATAN,50000
2024-01-29,CABE MERAH KERITING,CISOKA,60000
2024-01-29,CABE MERAH KERITING,SEPATAN,50000
2024-01-29,MINYAK GORENG MINYAK KITA,CISOKA,14500
2024-01-29,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-01-29,CABE RAWIT HIJAU,CISOKA,40000
2024-01-29,CABE RAWIT HIJAU,SEPATAN,30000
2024-01-29,CABE RAWIT MERAH,CISOKA,50000
2024-01-29,CABE RAWIT MERAH,SEPATAN,40000
2024-01-29,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-01-29,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-01-29,TELUR AYAM BOILLER,CISOKA,26000
2024-01-29,TELUR AYAM BOILLER,SEPATAN,27000
2024-01-29,TELUR AYAM KAMPUNG,CISOKA,2500
2024-01-29,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-01-30,BAWANG MERAH,CISOKA,25000
2024-01-30,BAWANG MERAH,SEPATAN,20000
2024-01-30,BAWANG PUTIH,CISOKA,40000
2024-01-30,BAWANG PUTIH,SEPATAN,35000
2024-01-30,BERAS IR 64 KW I,CISOKA,14500
2024-01-30,BERAS IR 64 KW I,SEPATAN,13000
2024-01-30,BERAS IR 64 KW II,CISOKA,13500
2024-01-30,BERAS IR 64 KW II,SEPATAN,12000
2024-01-30,BERAS SPHP,CISOKA,10800
2024-01-30,BERAS SPHP,SEPATAN,10800
2024-01-30,MINYAK GORENG CURAH,CISOKA,14000
2024-01-30,MINYAK GORENG CURAH,SEPATAN,14000
2024-01-30,DAGING AYAM RAS,CISOKA,45000
2024-01-30,DAGING AYAM RAS,SEPATAN,60000
2024-01-30,DAGING SAPI MURNI,CISOKA,125000
2024-01-30,DAGING SAPI MURNI,SEPATAN,130000
2024-01-30,GULA PASIR LOKAL,CISOKA,18000
2024-01-30,GULA PASIR LOKAL,SEPATAN,17000
2024-01-30,MINYAK GORENG KEMASAN,CISOKA,17000
2024-01-30,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-01-30,CABE MERAH BESAR,CISOKA,50000
2024-01-30,CABE MERAH BESAR,SEPATAN,50000
2024-01-30,CABE MERAH KERITING,CISOKA,50000
2024-01-30,CABE MERAH KERITING,SEPATAN,50000
2024-01-30,MINYAK GORENG MINYAK KITA,CISOKA,14500
2024-01-30,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-01-30,CABE RAWIT HIJAU,CISOKA,40000
2024-01-30,CABE RAWIT HIJAU,SEPATAN,30000
2024-01-30,CABE RAWIT MERAH,CISOKA,50000
2024-01-30,CABE RAWIT MERAH,SEPATAN,40000
2024-01-30,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-01-30,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-01-30,TELUR AYAM BOILLER,CISOKA,26000
2024-01-30,TELUR AYAM BOILLER,SEPATAN,27000
2024-01-30,TELUR AYAM KAMPUNG,CISOKA,2500
2024-01-30,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-01-31,AYAM KAMPUNG,CISOKA,70000
2024-01-31,AYAM KAMPUNG,SEPATAN,70000
2024-01-31,BAWANG MERAH,CISOKA,30000
2024-01-31,BAWANG MERAH,SEPATAN,20000
2024-01-31,BAWANG PUTIH,CISOKA,40000
2024-01-31,BAWANG PUTIH,SEPATAN,35000
2024-01-31,BERAS IR 64 KW I,CISOKA,14500
2024-01-31,BERAS IR 64 KW I,SEPATAN,13000
2024-01-31,BERAS IR 64 KW II,CISOKA,13500
2024-01-31,BERAS IR 64 KW II,SEPATAN,12000
2024-01-31,BERAS SPHP,CISOKA,10800
2024-01-31,BERAS SPHP,SEPATAN,10800
2024-01-31,MINYAK GORENG CURAH,CISOKA,14000
2024-01-31,MINYAK GORENG CURAH,SEPATAN,14000
2024-01-31,DAGING AYAM RAS,CISOKA,45000
2024-01-31,DAGING AYAM RAS,SEPATAN,60000
2024-01-31,DAGING SAPI MURNI,CISOKA,120000
2024-01-31,DAGING SAPI MURNI,SEPATAN,120000
2024-01-31,GULA PASIR LOKAL,CISOKA,18000
2024-01-31,GULA PASIR LOKAL,SEPATAN,17000
2024-01-31,MINYAK GORENG KEMASAN,CISOKA,17000
2024-01-31,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-01-31,CABE MERAH BESAR,CISOKA,50000
2024-01-31,CABE MERAH BESAR,SEPATAN,50000
2024-01-31,CABE MERAH KERITING,CISOKA,60000
2024-01-31,CABE MERAH KERITING,SEPATAN,45000
2024-01-31,MINYAK GORENG MINYAK KITA,CISOKA,14500
2024-01-31,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-01-31,CABE RAWIT HIJAU,CISOKA,40000
2024-01-31,CABE RAWIT HIJAU,SEPATAN,30000
2024-01-31,CABE RAWIT MERAH,CISOKA,50000
2024-01-31,CABE RAWIT MERAH,SEPATAN,45000
2024-01-31,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-01-31,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-01-31,TELUR AYAM BOILLER,CISOKA,27000
2024-01-31,TELUR AYAM BOILLER,SEPATAN,28000
2024-01-31,TELUR AYAM KAMPUNG,CISOKA,2500
2024-01-31,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-02-01,AYAM KAMPUNG,CISOKA,70000
2024-02-01,AYAM KAMPUNG,SEPATAN,70000
2024-02-01,BAWANG MERAH,CISOKA,30000
2024-02-01,BAWANG MERAH,SEPATAN,20000
2024-02-01,BAWANG PUTIH,CISOKA,40000
2024-02-01,BAWANG PUTIH,SEPATAN,35000
2024-02-01,BERAS IR 64 KW I,CISOKA,14500
2024-02-01,BERAS IR 64 KW I,SEPATAN,13000
2024-02-01,BERAS IR 64 KW II,CISOKA,13500
2024-02-01,BERAS IR 64 KW II,SEPATAN,12000
2024-02-01,BERAS SPHP,CISOKA,10800
2024-02-01,BERAS SPHP,SEPATAN,10800
2024-02-01,MINYAK GORENG CURAH,CISOKA,14000
2024-02-01,MINYAK GORENG CURAH,SEPATAN,14000
2024-02-01,DAGING AYAM RAS,CISOKA,45000
2024-02-01,DAGING AYAM RAS,SEPATAN,60000
2024-02-01,DAGING SAPI MURNI,CISOKA,120000
2024-02-01,DAGING SAPI MURNI,SEPATAN,120000
2024-02-01,GULA PASIR LOKAL,CISOKA,18000
2024-02-01,GULA PASIR LOKAL,SEPATAN,17000
2024-02-01,MINYAK GORENG KEMASAN,CISOKA,17000
2024-02-01,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-02-01,CABE MERAH BESAR,CISOKA,50000
2024-02-01,CABE MERAH BESAR,SEPATAN,50000
2024-02-01,CABE MERAH KERITING,CISOKA,60000
2024-02-01,CABE MERAH KERITING,SEPATAN,45000
2024-02-01,MINYAK GORENG MINYAK KITA,CISOKA,14500
2024-02-01,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-02-01,CABE RAWIT HIJAU,CISOKA,40000
2024-02-01,CABE RAWIT HIJAU,SEPATAN,30000
2024-02-01,CABE RAWIT MERAH,CISOKA,50000
2024-02-01,CABE RAWIT MERAH,SEPATAN,45000
2024-02-01,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-02-01,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-02-01,TELUR AYAM BOILLER,CISOKA,27000
2024-02-01,TELUR AYAM BOILLER,SEPATAN,28000
2024-02-01,TELUR AYAM KAMPUNG,CISOKA,2500
2024-02-01,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-02-02,AYAM KAMPUNG,CISOKA,70000
2024-02-02,AYAM KAMPUNG,SEPATAN,70000
2024-02-02,BAWANG MERAH,CISOKA,25000
2024-02-02,BAWANG MERAH,SEPATAN,20000
2024-02-02,BAWANG PUTIH,CISOKA,40000
2024-02-02,BAWANG PUTIH,SEPATAN,35000
2024-02-02,BERAS IR 64 KW I,CISOKA,13000
2024-02-02,BERAS IR 64 KW I,SEPATAN,13000
2024-02-02,BERAS IR 64 KW II,CISOKA,12000
2024-02-02,BERAS IR 64 KW II,SEPATAN,12000
2024-02-02,BERAS SPHP,CISOKA,10800
2024-02-02,BERAS SPHP,SEPATAN,10800
2024-02-02,MINYAK GORENG CURAH,CISOKA,14000
